sex,race,age,partyid,relig,numgiven,close12,close13,close14,close15,close23,close24,close25,close34,close35,close45,sex1,sex2,sex3,sex4,sex5,race1,race2,race3,race4,race5,educ1,educ2,educ3,educ4,educ5,age1,age2,age3,age4,age5,relig1,relig2,relig3,relig4,relig5
male,black,23,strong democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,36,"ind,near dem",catholic,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,26,not str democrat,catholic,4,1,1,1,NA,2,1,NA,0,NA,NA,1,1,1,1,NA,2,2,2,2,NA,1,Some College,NA,Some College,NA,25,33,42,34,NA,catholic,catholic,catholic,catholic,NA
female,other,33,independent,catholic,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,28,NA,NA,NA,NA,catholic,NA,NA,NA,NA
male,white,57,"ind,near rep",protestant,6,1,0,0,1,0,0,2,2,0,0,1,1,0,0,1,0,0,0,0,0,1,Some College,Some College,Some College,h.s. grad,75,65,56,56,35,protestant,catholic,protestant,jewish,protestant
female,white,64,not str democrat,protestant,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,Some College,NA,NA,NA,67,69,NA,NA,NA,protestant,protestant,NA,NA,NA
female,other,26,not str democrat,catholic,3,1,1,NA,NA,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,3,2,3,NA,NA,0,Some College,h.s. grad,NA,NA,29,23,28,NA,NA,catholic,catholic,catholic,NA,NA
female,other,28,not str democrat,catholic,4,1,2,1,NA,1,1,NA,2,NA,NA,0,1,1,1,NA,2,0,2,2,NA,0,Bachelors,Bachelors,Grad,NA,28,31,28,34,NA,catholic,other,catholic,catholic,NA
female,white,41,not str republican,protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,NA,0,Some College,NA,NA,NA,40,39,NA,NA,NA,none,other,NA,NA,NA
male,white,70,"ind,near rep",catholic,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,black,40,independent,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,62,not str democrat,christian,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,59,not str democrat,jewish,5,2,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Grad,Grad,Some College,Bachelors,57,37,58,58,58,none,jewish,jewish,protestant,jewish
male,white,62,independent,none,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,3,3,NA,NA,NA,1,Bachelors,NA,NA,NA,44,31,NA,NA,NA,catholic,none,NA,NA,NA
female,white,49,strong republican,protestant,5,2,0,1,2,1,1,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,Some College,Grad,Grad,Some College,48,21,31,60,19,protestant,protestant,none,protestant,protestant
male,white,44,"ind,near rep",other,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,0,1,NA,NA,0,0,3,NA,NA,1,Some College,Some College,NA,NA,49,50,NA,NA,NA,catholic,none,catholic,NA,NA
male,white,50,not str republican,jewish,5,2,2,2,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,Grad,h.s. grad,h.s. grad,h.s. grad,50,50,46,50,44,none,jewish,jewish,jewish,jewish
female,white,44,strong democrat,jewish,3,2,2,NA,NA,1,NA,NA,NA,NA,NA,0,1,0,NA,NA,4,4,4,NA,NA,0,Grad,Grad,NA,NA,45,45,37,NA,NA,jewish,jewish,jewish,NA,NA
male,white,28,strong democrat,jewish,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,jewish,NA,NA,NA,NA
female,white,24,not str democrat,catholic,4,2,1,1,NA,1,1,NA,1,NA,NA,1,1,1,1,NA,0,2,2,2,NA,1,Bachelors,Grad,Bachelors,NA,24,24,25,31,NA,catholic,catholic,catholic,catholic,NA
male,other,20,strong democrat,catholic,3,1,1,NA,NA,2,NA,NA,NA,NA,NA,1,0,1,NA,NA,2,2,2,NA,NA,1,Some College,Some College,NA,NA,23,20,19,NA,NA,catholic,none,none,NA,NA
male,other,38,"ind,near dem",none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,black,24,"ind,near dem",none,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,1,1,NA,NA,NA,1,h.s. grad,NA,NA,NA,40,41,NA,NA,NA,none,none,NA,NA,NA
female,black,54,strong democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,49,strong democrat,catholic,4,2,2,2,NA,2,2,NA,2,NA,NA,0,1,1,1,NA,0,0,0,0,NA,0,h.s. grad,Some College,h.s. grad,NA,43,45,71,47,NA,none,catholic,catholic,catholic,NA
female,white,32,"ind,near dem",orthodox-christian,6,1,1,2,1,1,0,1,1,1,1,0,0,0,1,1,2,0,0,2,0,0,h.s. grad,Bachelors,h.s. grad,Grad,32,43,40,60,61,catholic,catholic,other,catholic,other
female,white,27,not str democrat,catholic,4,2,2,2,NA,1,1,NA,2,NA,NA,0,1,1,1,NA,0,0,0,0,NA,0,h.s. grad,Bachelors,Bachelors,NA,31,55,30,28,NA,none,catholic,none,none,NA
male,white,25,not str democrat,catholic,3,1,1,NA,NA,2,NA,NA,NA,NA,NA,0,1,1,NA,NA,4,2,2,NA,NA,0,h.s. grad,h.s. grad,NA,NA,30,30,44,NA,NA,none,catholic,catholic,NA,NA
female,other,18,not str democrat,catholic,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,24,NA,NA,NA,NA,catholic,NA,NA,NA,NA
female,white,36,independent,catholic,6,2,2,0,2,0,2,0,2,0,1,1,1,1,0,0,0,0,0,0,0,1,Less than high school,Less than high school,Bachelors,Bachelors,14,13,11,40,35,catholic,catholic,catholic,catholic,catholic
male,white,19,not str republican,christian,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,60,"ind,near rep",protestant,6,2,2,2,1,2,2,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,Bachelors,Bachelors,Bachelors,Grad,57,43,60,63,60,protestant,protestant,protestant,protestant,protestant
female,white,39,strong republican,protestant,6,2,2,0,0,2,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,Bachelors,Bachelors,Grad,Bachelors,71,68,36,40,34,protestant,protestant,protestant,none,catholic
male,white,28,not str republican,protestant,4,1,1,1,NA,0,0,NA,2,NA,NA,1,0,0,1,NA,0,0,0,0,NA,1,Bachelors,Bachelors,Bachelors,NA,29,28,39,31,NA,protestant,none,catholic,NA,NA
female,white,42,strong democrat,catholic,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,0,1,1,NA,NA,0,0,0,NA,NA,0,Grad,Grad,NA,NA,42,68,38,NA,NA,catholic,catholic,catholic,NA,NA
male,white,46,"ind,near dem",catholic,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,1,Grad,Grad,NA,NA,47,40,42,NA,NA,catholic,catholic,catholic,NA,NA
female,white,35,independent,catholic,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,37,NA,NA,NA,NA,catholic,NA,NA,NA,NA
female,white,53,not str democrat,catholic,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,0,1,1,NA,NA,0,0,0,NA,NA,0,Grad,Bachelors,NA,NA,54,30,29,NA,NA,catholic,catholic,catholic,NA,NA
female,white,50,not str democrat,catholic,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,45,NA,NA,NA,NA,catholic,NA,NA,NA,NA
female,white,45,independent,catholic,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,49,independent,other,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,Grad,NA,NA,NA,48,57,NA,NA,NA,catholic,NA,NA,NA,NA
female,white,25,not str democrat,catholic,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,Less than high school,NA,NA,NA,32,72,NA,NA,NA,catholic,catholic,NA,NA,NA
male,white,46,not str republican,catholic,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,1,NA,NA,0,0,0,NA,NA,0,Bachelors,h.s. grad,NA,NA,44,46,47,NA,NA,catholic,catholic,catholic,NA,NA
male,white,23,strong democrat,catholic,3,2,0,NA,NA,1,NA,NA,NA,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,1,Bachelors,Some College,NA,NA,52,31,23,NA,NA,catholic,catholic,protestant,NA,NA
female,white,39,not str democrat,catholic,3,0,2,NA,NA,2,NA,NA,NA,NA,NA,0,1,1,NA,NA,0,0,0,NA,NA,0,h.s. grad,Some College,NA,NA,38,67,40,NA,NA,catholic,catholic,catholic,NA,NA
female,other,22,"ind,near dem",catholic,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,3,3,NA,NA,NA,1,Some College,NA,NA,NA,50,22,NA,NA,NA,catholic,catholic,NA,NA,NA
male,white,46,not str republican,catholic,3,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,1,Grad,Bachelors,NA,NA,58,62,42,NA,NA,catholic,catholic,catholic,NA,NA
male,white,41,not str republican,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,43,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,white,56,independent,catholic,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,18,"ind,near dem",protestant,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,3,NA,NA,NA,0,Less than high school,NA,NA,NA,18,18,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,50,strong republican,protestant,6,2,1,1,1,2,2,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,Bachelors,h.s. grad,Grad,Bachelors,54,24,78,84,52,protestant,protestant,protestant,protestant,protestant
male,white,48,independent,catholic,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,0,0,1,NA,NA,0,0,0,NA,NA,0,Bachelors,Grad,NA,NA,48,50,51,NA,NA,catholic,catholic,protestant,NA,NA
male,white,60,not str republican,catholic,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,Bachelors,NA,NA,NA,52,42,NA,NA,NA,catholic,NA,NA,NA,NA
male,white,43,strong democrat,catholic,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,h.s. grad,NA,NA,NA,54,43,NA,NA,NA,NA,catholic,NA,NA,NA
female,white,52,not str republican,catholic,4,2,1,2,NA,1,2,NA,1,NA,NA,0,1,1,1,NA,0,0,0,0,NA,0,Bachelors,Bachelors,h.s. grad,NA,52,59,54,82,NA,catholic,catholic,protestant,catholic,NA
female,black,24,not str democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,42,NA,NA,NA,NA,other,NA,NA,NA,NA
male,black,62,"ind,near dem",protestant,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,Some College,NA,NA,NA,55,61,NA,NA,NA,protestant,catholic,NA,NA,NA
female,white,37,"ind,near rep",none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,41,NA,NA,NA,NA,none,NA,NA,NA,NA
male,black,54,"ind,near dem",protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,Some College,NA,NA,NA,70,NA,NA,NA,NA,protestant,protestant,NA,NA,NA
female,black,24,"ind,near rep",catholic,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,1,1,NA,NA,NA,0,Some College,NA,NA,NA,36,24,NA,NA,NA,none,NA,NA,NA,NA
male,black,35,not str republican,none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,other,49,independent,catholic,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,24,not str democrat,none,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,1,3,NA,NA,NA,1,h.s. grad,NA,NA,NA,36,40,NA,NA,NA,none,NA,NA,NA,NA
female,white,50,strong democrat,none,6,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,Grad,Grad,Grad,Grad,61,52,55,67,53,protestant,jewish,protestant,protestant,none
female,white,82,strong democrat,catholic,3,2,2,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,0,0,NA,NA,1,h.s. grad,h.s. grad,NA,NA,44,82,65,NA,NA,catholic,catholic,catholic,NA,NA
male,other,44,independent,none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,44,NA,NA,NA,NA,none,NA,NA,NA,NA
female,white,28,"ind,near rep",protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,44,NA,NA,NA,NA,catholic,NA,NA,NA,NA
female,white,33,independent,none,3,0,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,0,1,NA,NA,1,Some College,Bachelors,NA,NA,42,53,45,NA,NA,none,none,protestant,NA,NA
male,white,40,independent,none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,41,strong democrat,catholic,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,58,strong republican,catholic,5,2,1,2,1,1,1,1,2,2,2,0,0,1,0,1,0,0,0,0,0,0,Some College,Some College,Some College,Some College,60,61,51,58,92,none,catholic,none,none,catholic
female,white,37,not str democrat,catholic,6,2,2,1,1,2,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,h.s. grad,Bachelors,h.s. grad,h.s. grad,37,63,72,33,37,none,catholic,catholic,catholic,catholic
male,white,67,"ind,near rep",protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,49,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,other,46,"ind,near rep",protestant,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,NA,0,Grad,NA,NA,NA,51,52,NA,NA,NA,other,other,NA,NA,NA
male,white,35,not str democrat,none,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,h.s. grad,NA,NA,NA,42,38,NA,NA,NA,NA,NA,NA,NA,NA
male,white,81,not str republican,jewish,4,2,2,2,NA,1,1,NA,2,NA,NA,1,0,0,0,NA,0,0,0,0,NA,1,h.s. grad,Bachelors,Grad,NA,80,64,86,76,NA,jewish,jewish,jewish,jewish,NA
female,other,57,not str democrat,catholic,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,1,Bachelors,NA,NA,NA,55,54,NA,NA,NA,catholic,catholic,NA,NA,NA
female,white,32,"ind,near rep",catholic,3,2,0,NA,NA,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,0,2,0,NA,NA,0,Less than high school,Some College,NA,NA,65,28,55,NA,NA,catholic,catholic,NA,NA,NA
female,other,42,not str democrat,catholic,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,3,3,3,NA,NA,1,Some College,Bachelors,NA,NA,38,43,60,NA,NA,catholic,protestant,catholic,NA,NA
female,white,48,strong democrat,jewish,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,Grad,NA,NA,NA,47,64,NA,NA,NA,other,jewish,NA,NA,NA
male,white,51,strong republican,catholic,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,Some College,NA,NA,NA,50,55,NA,NA,NA,catholic,catholic,NA,NA,NA
male,white,89,not str republican,catholic,3,2,0,NA,NA,2,NA,NA,NA,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,1,Bachelors,Grad,NA,NA,59,63,61,NA,NA,catholic,catholic,catholic,NA,NA
male,other,47,not str democrat,moslem/islam,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,53,strong republican,none,5,2,2,2,2,1,2,1,1,2,1,0,1,0,1,1,0,0,0,0,0,0,h.s. grad,Grad,Some College,Grad,44,47,56,67,49,none,none,none,none,none
female,white,66,not str republican,none,6,1,1,2,1,2,1,2,1,2,1,0,1,1,1,0,0,0,0,0,0,0,Some College,Bachelors,Bachelors,Bachelors,46,43,37,45,38,none,none,none,none,none
female,white,68,strong democrat,catholic,6,1,1,1,1,2,1,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,Grad,Some College,Grad,Some College,68,44,48,55,71,none,protestant,none,catholic,protestant
male,white,55,strong democrat,catholic,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,50,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,32,not str republican,none,5,2,2,2,2,1,2,2,1,0,2,0,1,1,1,1,0,0,0,0,0,0,Bachelors,Some College,Some College,Some College,34,35,36,60,33,none,catholic,none,protestant,NA
male,white,44,not str democrat,catholic,5,1,2,1,2,1,1,2,1,1,2,0,0,0,1,1,4,4,4,4,4,0,Bachelors,h.s. grad,Grad,Some College,39,44,46,47,46,catholic,catholic,none,catholic,catholic
female,white,67,strong democrat,catholic,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,NA,0,h.s. grad,NA,NA,NA,63,48,NA,NA,NA,catholic,catholic,NA,NA,NA
female,white,38,not str democrat,protestant,5,1,1,1,1,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,1,Bachelors,Bachelors,h.s. grad,Some College,35,37,37,63,44,protestant,catholic,protestant,other,protestant
male,white,69,"ind,near dem",none,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,Bachelors,NA,NA,NA,52,52,NA,NA,NA,NA,NA,NA,NA,NA
female,white,40,independent,none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,other,32,not str republican,none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,0,NA,NA,NA,NA,68,NA,NA,NA,NA,none,NA,NA,NA,NA
female,white,37,strong democrat,none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,40,NA,NA,NA,NA,none,NA,NA,NA,NA
female,other,29,independent,none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,50,NA,NA,NA,NA,none,NA,NA,NA,NA
male,black,23,"ind,near rep",protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,50,strong democrat,catholic,4,0,0,1,NA,0,1,NA,0,NA,NA,1,0,0,1,NA,0,0,0,0,NA,1,Some College,Less than high school,Some College,NA,40,50,16,53,NA,protestant,NA,NA,catholic,NA
male,white,29,"ind,near rep",protestant,4,0,2,2,NA,0,0,NA,2,NA,NA,1,1,1,1,NA,0,0,0,0,NA,1,Bachelors,Some College,Some College,NA,51,55,29,25,NA,protestant,protestant,protestant,NA,NA
male,black,48,"ind,near rep",other,6,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,0,0,1,NA,NA,NA,NA,43,54,50,50,35,protestant,NA,NA,NA,NA
male,white,86,strong democrat,protestant,5,1,1,1,2,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,Grad,Bachelors,Grad,Bachelors,90,60,60,70,80,protestant,jewish,protestant,protestant,NA
female,white,48,not str democrat,protestant,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,0,0,NA,NA,1,Some College,Some College,NA,NA,49,43,45,NA,NA,other,other,other,NA,NA
female,white,62,strong republican,protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,Some College,NA,NA,NA,60,65,NA,NA,NA,catholic,protestant,NA,NA,NA
female,white,43,strong republican,catholic,4,2,1,1,NA,1,1,NA,0,NA,NA,0,1,1,1,NA,0,0,0,0,NA,0,h.s. grad,Some College,h.s. grad,NA,44,79,29,42,NA,catholic,none,none,catholic,NA
male,white,56,"ind,near dem",catholic,6,2,1,1,1,1,2,1,1,1,1,1,1,0,1,1,0,0,2,0,0,1,h.s. grad,Grad,Bachelors,Grad,40,45,45,43,44,catholic,catholic,catholic,catholic,catholic
female,white,38,not str democrat,buddhism,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,h.s. grad,NA,NA,NA,56,46,NA,NA,NA,other,none,NA,NA,NA
male,white,72,strong democrat,other,4,1,1,1,NA,1,0,NA,0,NA,NA,1,0,0,0,NA,0,3,0,0,NA,1,Bachelors,Bachelors,NA,NA,40,72,68,50,NA,other,other,NA,NA,NA
female,white,59,strong democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,84,strong democrat,jewish,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,Bachelors,NA,NA,NA,82,56,NA,NA,NA,jewish,jewish,NA,NA,NA
female,white,21,not str democrat,jewish,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,Bachelors,NA,NA,NA,53,53,NA,NA,NA,jewish,jewish,NA,NA,NA
female,white,23,strong democrat,none,6,1,1,1,0,2,2,0,2,2,1,1,1,1,0,0,0,0,0,0,0,1,Bachelors,Grad,Grad,h.s. grad,22,22,49,55,55,none,none,none,protestant,catholic
female,white,24,strong republican,catholic,4,1,1,0,NA,1,1,NA,1,NA,NA,0,1,1,1,NA,0,0,0,0,NA,0,Bachelors,Bachelors,Bachelors,NA,24,45,23,23,NA,catholic,catholic,catholic,catholic,NA
male,other,29,independent,buddhism,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,black,35,strong democrat,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,35,"ind,near rep",protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,31,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,black,34,strong republican,protestant,3,2,2,NA,NA,0,NA,NA,NA,NA,NA,1,1,0,NA,NA,0,1,1,NA,NA,1,h.s. grad,h.s. grad,NA,NA,35,73,75,NA,NA,protestant,protestant,protestant,NA,NA
male,black,42,strong democrat,protestant,5,2,2,0,2,2,2,2,2,2,2,0,1,1,1,0,1,1,1,0,1,0,Some College,Bachelors,Grad,Grad,62,44,33,44,54,protestant,protestant,protestant,NA,protestant
male,black,53,independent,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,85,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,28,not str democrat,catholic,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,28,strong democrat,catholic,5,2,2,1,2,2,1,2,2,2,1,1,0,0,1,1,0,0,0,0,0,1,h.s. grad,Bachelors,Bachelors,Bachelors,51,53,28,28,22,catholic,catholic,catholic,catholic,catholic
